gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CALCRL	2366.864223	-2.756443665	0.133932034	-20.58091398	4.07E-94	1.50E-91
SYT12	1342.895525	5.698578401	0.277286106	20.55125838	7.50E-94	2.74E-91
ZYG11A	153.5179846	5.381638949	0.2618957	20.54878696	7.89E-94	2.86E-91
FCN3	1507.558135	-4.518532418	0.220503482	-20.49188695	2.54E-93	9.11E-91
SPOCK2	6370.240654	-3.201664164	0.156345013	-20.47819823	3.37E-93	1.20E-90
ALDH18A1	4943.379161	1.612418005	0.07888151	20.44101333	7.22E-93	2.54E-90
FOXF1	599.8182777	-2.743723759	0.134369326	-20.41927154	1.13E-92	3.92E-90
TAL1	192.4938511	-2.790493252	0.136675237	-20.41696293	1.18E-92	4.07E-90
CDCA8	857.6267961	3.0396499	0.149080322	20.38934356	2.08E-92	7.09E-90
MYZAP	182.7134837	-3.325185481	0.163279234	-20.36502381	3.42E-92	1.15E-89
SPAG4	696.1399516	2.898046092	0.142306165	20.3648668	3.43E-92	1.15E-89
LINC01977	70.62922194	4.937188581	0.242509209	20.35876743	3.88E-92	1.29E-89
RASAL1	493.1683522	4.026099691	0.197814248	20.35293073	4.37E-92	1.43E-89
FGD5	1335.657279	-2.257780085	0.111055774	-20.33014593	6.96E-92	2.26E-89
GINS1	686.7607012	3.039283436	0.149498936	20.32979977	7.01E-92	2.26E-89
CEP55	1023.005037	3.246637638	0.159756488	20.32241494	8.15E-92	2.60E-89
RAD54L	275.073031	3.274483152	0.161220806	20.31054942	1.04E-91	3.28E-89
ZFPM2-AS1	168.7102459	5.408111631	0.266395315	20.30107633	1.26E-91	3.94E-89
RECQL4	1066.799007	3.01843032	0.148714751	20.29677818	1.37E-91	4.26E-89
ATP10B	737.4875558	5.495152713	0.271568027	20.2349031	4.83E-91	1.48E-88
EZH2	922.4586033	2.542816649	0.125685163	20.23163749	5.16E-91	1.57E-88
LINC00511	1056.245253	3.0707738	0.151914742	20.21379733	7.40E-91	2.24E-88
PLAC9	286.940047	-2.717919623	0.134527484	-20.20345241	9.13E-91	2.74E-88
LGR4	3203.544249	2.720875675	0.134688291	20.20127847	9.54E-91	2.83E-88
CLEC1A	185.82603	-2.312476572	0.114872687	-20.13077803	3.97E-90	1.17E-87
GIMAP8	1101.666604	-2.457438516	0.122101847	-20.12613705	4.36E-90	1.27E-87
STIL	583.8609848	2.561952774	0.127365253	20.11500555	5.45E-90	1.58E-87
MYEOV	907.3798429	6.270900323	0.312092694	20.09306995	8.49E-90	2.44E-87
PPP1R14D	602.1562031	5.971513857	0.297422975	20.07751369	1.16E-89	3.31E-87
SMAD6	871.8492478	-2.55853266	0.127455514	-20.07392679	1.25E-89	3.53E-87
EPHA10	527.5184535	3.621892175	0.18082542	20.02977331	3.03E-89	8.50E-87
FRMD5	338.5836107	3.573910986	0.178649027	20.00520824	4.96E-89	1.38E-86
MCM10	410.0260308	3.533722799	0.176956354	19.9694598	1.02E-88	2.80E-86
SKA3	312.8702544	3.193975195	0.160176909	19.94029731	1.82E-88	4.98E-86
FUT2	1032.033235	3.177473578	0.15935802	19.93921349	1.86E-88	5.05E-86
GRK5	1465.034259	-2.493761768	0.125288287	-19.90418922	3.74E-88	1.01E-85
CAVIN2	3604.427404	-3.308026753	0.16623249	-19.90000119	4.07E-88	1.09E-85
SRPK1	4036.025132	1.583253861	0.079589869	19.89265561	4.71E-88	1.25E-85
EFNA3	259.9083713	3.049908546	0.153345987	19.88906653	5.06E-88	1.33E-85
CBLC	876.6420383	3.200282081	0.161058898	19.87025938	7.36E-88	1.92E-85
TMPRSS11E	598.4155607	6.710186871	0.337710807	19.86962435	7.46E-88	1.93E-85
CST1	747.6117573	6.841825151	0.344527078	19.8585992	9.29E-88	2.39E-85
ANGPT4	54.42556637	-4.229455744	0.213003543	-19.8562694	9.73E-88	2.49E-85
PRKCE	1056.916124	-1.861251815	0.093757431	-19.85177922	1.06E-87	2.70E-85
SGO1	203.5211505	3.217701384	0.162154422	19.84343903	1.26E-87	3.16E-85
ARHGEF39	315.7425881	2.442647001	0.123140077	19.83632834	1.45E-87	3.62E-85
CCNB1	1817.789059	2.969668499	0.149773027	19.8277925	1.71E-87	4.26E-85
SPP1	27588.17218	4.774323351	0.241031282	19.80789927	2.54E-87	6.27E-85
SLC6A4	1106.995903	-6.149768951	0.31056078	-19.80214293	2.85E-87	6.98E-85
GJB2	1645.043265	4.542048055	0.229556153	19.78621784	3.91E-87	9.51E-85
GTSE1	477.7344044	3.09414181	0.156402766	19.78316554	4.16E-87	1.00E-84
CENPA	284.0792146	3.620587047	0.183046658	19.77958565	4.46E-87	1.07E-84
STARD8	704.0088647	-2.212687037	0.111925803	-19.76923085	5.48E-87	1.30E-84
RRM2	2338.080494	3.214975644	0.162686835	19.76174441	6.36E-87	1.50E-84
CDCA3	500.8173472	3.152526407	0.15963788	19.74798473	8.35E-87	1.96E-84
MNX1-AS1	70.78498959	5.206964233	0.263773653	19.7402742	9.72E-87	2.27E-84
HMGB3	12786.81323	3.492370851	0.177098832	19.71989767	1.46E-86	3.37E-84
LRRC32	2183.749099	-2.379220698	0.120667559	-19.71715274	1.54E-86	3.54E-84
IGSF9	1243.676557	3.234573452	0.16444595	19.66952331	3.93E-86	9.00E-84
FER1L4	868.4726637	4.17634763	0.212387314	19.66382808	4.40E-86	1.00E-83
EFNA4	881.4144543	2.172633331	0.110552296	19.65253918	5.50E-86	1.24E-83
C20orf202	22.83340114	-2.626144139	0.133769142	-19.63191284	8.25E-86	1.85E-83
FHL1	3116.211416	-3.411543769	0.173939723	-19.61336785	1.19E-85	2.65E-83
CCNB2	890.5672108	3.041550071	0.155080251	19.61274916	1.20E-85	2.66E-83
GPT2	3195.012674	3.407294202	0.174053455	19.5761365	2.47E-85	5.44E-83
KANK2	4694.816338	-1.64642016	0.084114304	-19.57360496	2.60E-85	5.68E-83
MYCT1	511.2550376	-2.255674976	0.115305307	-19.56262935	3.22E-85	7.00E-83
FERMT1	1397.115426	3.231077785	0.16527679	19.54949504	4.17E-85	9.00E-83
CKAP2L	472.8959942	3.15331464	0.161358108	19.54233769	4.79E-85	1.03E-82
AURKB	620.1289385	3.440760415	0.176107547	19.53783624	5.24E-85	1.12E-82
ARHGEF15	679.0931975	-2.456245005	0.125735792	-19.5349706	5.54E-85	1.17E-82
AL606469.1	23.06877821	-5.174886156	0.265006503	-19.52739311	6.42E-85	1.35E-82
LINC02014	40.87310048	3.959574918	0.202861313	19.51863005	7.63E-85	1.60E-82
TMEM177	505.6427051	1.568958372	0.080389887	19.51686258	7.89E-85	1.64E-82
FOXM1	1556.062158	3.361249166	0.172320097	19.50584534	9.79E-85	2.03E-82
AC093110.1	118.448083	-3.218243715	0.165042625	-19.49947006	1.11E-84	2.28E-82
GCNT3	2307.162693	5.146288996	0.264038143	19.49070286	1.32E-84	2.69E-82
FMO2	2770.439491	-3.271802669	0.167965674	-19.47899583	1.65E-84	3.36E-82
CLEC14A	1530.821126	-2.300798784	0.118133524	-19.47625616	1.75E-84	3.53E-82
SPTBN2	2433.544419	2.501022535	0.128449921	19.47079862	1.94E-84	3.90E-82
EEF1A2	2816.117294	6.359825348	0.327358673	19.42769775	4.50E-84	8.99E-82
NEIL3	218.8307685	4.28042319	0.220514044	19.41111374	6.22E-84	1.23E-81
SFXN1	2138.154754	1.504562381	0.077527179	19.40690232	6.75E-84	1.33E-81
STARD13	845.4135829	-2.005979797	0.103386881	-19.4026532	7.33E-84	1.44E-81
STX1A	778.1986263	3.054500465	0.15781878	19.35448032	1.87E-83	3.65E-81
PSAT1	1239.967396	3.48445323	0.180330802	19.32256271	3.47E-83	6.74E-81
PAICS	5789.704855	1.851164994	0.095878612	19.307382	4.66E-83	8.99E-81
MND1	146.645954	2.895548577	0.150177627	19.2808252	7.78E-83	1.49E-80
TTK	466.0268424	3.289635747	0.170698343	19.27163261	9.30E-83	1.78E-80
CELSR3	785.5580198	3.377039585	0.175317249	19.26244911	1.11E-82	2.11E-80
ERG	1006.502797	-2.147303633	0.11149984	-19.2583562	1.20E-82	2.27E-80
KIF11	1166.240031	2.687844338	0.139636928	19.24880746	1.44E-82	2.71E-80
POLQ	290.1041055	3.306811815	0.171911573	19.23553931	1.87E-82	3.49E-80
MKI67	3395.174995	3.10551661	0.161705657	19.20474936	3.38E-82	6.28E-80
CCM2L	191.0987641	-2.512787681	0.13090741	-19.19515239	4.06E-82	7.51E-80
USHBP1	168.8235387	-2.320831046	0.120917417	-19.19352153	4.19E-82	7.71E-80
CDC45	466.9796546	3.149376614	0.164105909	19.1911226	4.39E-82	8.03E-80
ARHGEF26	1147.326213	-2.665729673	0.139010514	-19.17646075	5.82E-82	1.06E-79
NDC80	526.7276433	3.121091749	0.162915272	19.15776042	8.34E-82	1.51E-79
MYBL2	2287.17681	3.80692925	0.198735129	19.15579428	8.66E-82	1.56E-79
CSRNP1	3310.75313	-2.390844479	0.124916252	-19.13957908	1.18E-81	2.12E-79
EPN3	861.8624014	3.067358187	0.160300021	19.13510786	1.29E-81	2.30E-79
NOVA2	263.6129222	-2.423734226	0.126882875	-19.10213826	2.42E-81	4.30E-79
ITPKA	621.9159292	5.15877421	0.270081122	19.10083226	2.48E-81	4.38E-79
MMRN2	1403.416237	-2.135579574	0.111847101	-19.09374101	2.85E-81	5.00E-79
PRAME	1083.496312	7.544237876	0.395201418	19.08960226	3.08E-81	5.38E-79
NCAPG	670.8166209	3.207212628	0.168109887	19.07807261	3.84E-81	6.68E-79
THSD1	273.1399615	-2.240680871	0.11763384	-19.04792767	6.84E-81	1.18E-78
ZWINT	1376.127814	2.595228536	0.136286552	19.0424403	7.59E-81	1.31E-78
HMMR	668.9776473	3.037036026	0.159658101	19.02212289	1.12E-80	1.92E-78
TRPM8	331.9899742	6.636826376	0.349020572	19.0155736	1.27E-80	2.16E-78
PPAT	940.2617711	1.930336939	0.101708488	18.97911361	2.54E-80	4.30E-78
FABP4	958.6434646	-4.892368029	0.257950515	-18.96630454	3.24E-80	5.47E-78
ADRB2	447.5818043	-3.079175836	0.162570111	-18.9406024	5.28E-80	8.87E-78
AGER	14273.16583	-5.026373216	0.265429809	-18.9367322	5.68E-80	9.50E-78
RMI2	674.0062324	2.281213241	0.120543628	18.92437842	7.18E-80	1.19E-77
PKMYT1	518.0707605	2.975981637	0.157262656	18.92363843	7.28E-80	1.21E-77
FGL1	2135.835294	7.400815823	0.391323171	18.91228625	9.04E-80	1.49E-77
HS6ST2	1976.197781	3.681401039	0.194725904	18.9055537	1.03E-79	1.68E-77
PERM1	140.2378034	3.032045923	0.16051544	18.88943468	1.39E-79	2.27E-77
OTX1	268.8393929	3.326840957	0.176399232	18.85972472	2.44E-79	3.97E-77
CAT	5653.942889	-1.910764272	0.101340767	-18.85484326	2.68E-79	4.32E-77
CAV1	12699.90371	-3.428224389	0.181822284	-18.85480877	2.68E-79	4.32E-77
NCAPH	615.697936	3.004924197	0.159448992	18.84567692	3.19E-79	5.11E-77
HTR3A	384.7974671	5.946023622	0.315630878	18.83853587	3.65E-79	5.82E-77
NUSAP1	1318.985598	2.556218331	0.135719129	18.8346208	3.93E-79	6.24E-77
PDLIM2	1347.06296	-1.953078949	0.103742383	-18.82623951	4.60E-79	7.27E-77
RGS17	532.1076635	3.732397847	0.198290693	18.82285949	4.91E-79	7.72E-77
GPR146	89.6268565	-2.2865827	0.121511606	-18.81781316	5.40E-79	8.45E-77
CLEC3B	939.9440506	-3.698953095	0.196941658	-18.78197399	1.06E-78	1.65E-76
PPP1R14B	4169.315707	2.070990615	0.110273204	18.78054276	1.09E-78	1.69E-76
SLC2A1	7878.965395	3.502917251	0.186640297	18.76827944	1.37E-78	2.12E-76
MYO19	2203.505398	1.653644319	0.088130688	18.76354717	1.50E-78	2.31E-76
HID1-AS1	11.30432448	-2.816130796	0.150171735	-18.75273529	1.84E-78	2.81E-76
MDK	13796.28999	3.060277451	0.163192852	18.75252143	1.85E-78	2.81E-76
NDST1	5596.187883	-1.602704986	0.085563356	-18.73120771	2.76E-78	4.18E-76
AC073585.1	44.30436711	3.741544443	0.199805664	18.72591783	3.04E-78	4.60E-76
GRASP	574.1030808	-2.347965367	0.125572768	-18.69804583	5.14E-78	7.73E-76
PCLAF	770.5512443	2.820145191	0.1509498	18.68266933	6.85E-78	1.03E-75
GYPE	37.93083255	-3.275129324	0.175418936	-18.67032947	8.63E-78	1.29E-75
BRIP1	347.2053807	2.687261865	0.143944748	18.66870384	8.90E-78	1.32E-75
RCC1	2913.466128	1.727512107	0.092566949	18.6622993	1.00E-77	1.48E-75
SGCG	42.97609138	-3.833755199	0.205761471	-18.63203634	1.77E-77	2.60E-75
AC004816.1	183.9572776	2.907680525	0.156094437	18.62770111	1.92E-77	2.81E-75
AL109741.1	12.93614752	-2.534033367	0.136050951	-18.62562036	1.99E-77	2.91E-75
PPP1R14B-AS1	65.82405762	3.495031111	0.18773402	18.61693	2.34E-77	3.41E-75
AC140479.2	71.39626549	4.158326781	0.223530232	18.60297259	3.04E-77	4.40E-75
LMO2	681.0658847	-1.921542452	0.103297958	-18.60194033	3.10E-77	4.47E-75
MNX1	115.636094	4.311591712	0.232187939	18.56940427	5.68E-77	8.16E-75
AC080037.2	74.65033106	5.312259216	0.286297791	18.55501295	7.43E-77	1.06E-74
VIPR1	1379.189726	-3.230288717	0.174186379	-18.5450133	8.95E-77	1.27E-74
LYVE1	637.0900926	-3.193472519	0.172633577	-18.49855968	2.12E-76	3.01E-74
RAB26	170.503084	3.636296407	0.196693137	18.48715446	2.62E-76	3.70E-74
ESPL1	665.7290655	3.115589073	0.16856027	18.48353154	2.80E-76	3.94E-74
TMEM100	1139.961305	-4.343983826	0.235127335	-18.47502686	3.28E-76	4.60E-74
CDCA5	1008.854793	2.965155952	0.160531255	18.47089503	3.54E-76	4.94E-74
SOX7	354.9360293	-2.939579691	0.15916293	-18.4689971	3.67E-76	5.10E-74
SPINK1	9107.581388	6.640425048	0.359651427	18.46350258	4.06E-76	5.62E-74
LINC00968	68.71327665	-3.517155263	0.190510673	-18.46172292	4.20E-76	5.79E-74
PNPLA6	3698.179072	-1.568313738	0.085051596	-18.43955692	6.33E-76	8.69E-74
UNC5CL	718.5936922	3.10061322	0.168204488	18.43359384	7.06E-76	9.67E-74
AC084880.1	26.55282315	-2.506982895	0.136032579	-18.42928306	7.65E-76	1.04E-73
EME1	192.1660547	2.749493397	0.149322713	18.41309563	1.03E-75	1.40E-73
ENTPD8	230.9108057	4.662749239	0.253547499	18.39004233	1.58E-75	2.14E-73
OCIAD2	4999.363885	2.18107892	0.118615485	18.38780925	1.64E-75	2.22E-73
CDCA2	268.4242498	2.963558745	0.161211317	18.38306889	1.80E-75	2.41E-73
PVT1	669.9017585	2.733868095	0.148748404	18.3791424	1.93E-75	2.58E-73
RHBDL2	470.1525856	2.676754011	0.14565431	18.37744455	1.99E-75	2.65E-73
TFAP2A	716.4706022	3.73811419	0.203524293	18.3669189	2.42E-75	3.21E-73
PLPP2	3855.351958	2.414216395	0.131555883	18.35126138	3.23E-75	4.26E-73
CASKIN2	2013.665221	-1.690717208	0.092136752	-18.35008474	3.30E-75	4.34E-73
PTPRB	2870.661958	-2.590763053	0.141234806	-18.34365853	3.71E-75	4.87E-73
KISS1R	80.75869692	6.252439485	0.341076692	18.33147686	4.64E-75	6.07E-73
SASH1	1977.950266	-1.855020449	0.101254732	-18.32033343	5.70E-75	7.42E-73
CCNA2	910.7465602	2.894543848	0.15800627	18.31917079	5.82E-75	7.55E-73
MIR3945HG	45.14515322	-3.563466518	0.19496384	-18.27757656	1.25E-74	1.61E-72
SLC39A8	8270.53356	-2.49481234	0.136531177	-18.27283992	1.36E-74	1.75E-72
FENDRR	478.22124	-3.882463242	0.212606991	-18.26122096	1.68E-74	2.16E-72
EMCN	933.7577526	-2.740610767	0.150078631	-18.26116583	1.69E-74	2.16E-72
STX12	3326.321533	-1.045885849	0.057376048	-18.22861435	3.06E-74	3.90E-72
MMP13	1451.596703	6.124611181	0.336205098	18.21688968	3.79E-74	4.81E-72
RASIP1	684.1863523	-2.312053312	0.127170247	-18.18077231	7.33E-74	9.26E-72
VIL1	1159.995051	6.95543952	0.382704153	18.1744553	8.22E-74	1.04E-71
IQANK1	1752.856384	2.268916913	0.124861745	18.17143364	8.69E-74	1.09E-71
SPTBN1	23222.76665	-1.740851583	0.095901045	-18.15258199	1.23E-73	1.53E-71
TICRR	253.5757633	2.920055552	0.160871929	18.15142991	1.25E-73	1.56E-71
PRC1	1456.416298	2.516008791	0.13863206	18.14882357	1.31E-73	1.63E-71
RGS9	97.03232761	-2.482419087	0.136819698	-18.14372588	1.44E-73	1.78E-71
AOC3	3657.782978	-2.655241446	0.146594711	-18.11280516	2.53E-73	3.11E-71
XDH	1048.383623	4.069821756	0.224698873	18.1123372	2.55E-73	3.13E-71
CD93	5687.443169	-2.210099995	0.122178409	-18.08912071	3.88E-73	4.75E-71
NME1	2764.829236	2.188344619	0.121010725	18.08388983	4.27E-73	5.21E-71
RUNDC3A-AS1	73.7411079	3.752870394	0.207554591	18.08136538	4.47E-73	5.43E-71
C17orf53	292.6073869	2.727703735	0.150896682	18.0766316	4.87E-73	5.90E-71
ARHGAP6	284.0789079	-2.359572826	0.130597844	-18.06747152	5.75E-73	6.94E-71
B4GALNT4	511.7581688	4.740110778	0.262715629	18.04274378	9.00E-73	1.08E-70
GPRIN1	459.2658769	2.699637672	0.149677084	18.03641279	1.01E-72	1.21E-70
GINS2	532.7085245	2.840939051	0.157556854	18.0311994	1.11E-72	1.32E-70
PBK	425.897363	3.383985644	0.187755305	18.02338232	1.28E-72	1.52E-70
FEZ1	437.7804173	-2.161803098	0.120019204	-18.01214328	1.56E-72	1.86E-70
CABYR	580.3255963	4.645472559	0.258259701	17.98760141	2.44E-72	2.88E-70
TNS1	15512.85142	-2.172179603	0.12097046	-17.95628128	4.29E-72	5.05E-70
SERINC1	9796.731176	-1.177269303	0.065622921	-17.93990999	5.75E-72	6.76E-70
TFR2	150.8583778	2.95186179	0.164582721	17.93542946	6.24E-72	7.30E-70
LINC01082	6.273088307	-4.228160562	0.23596839	-17.91833461	8.48E-72	9.90E-70
FAM111B	532.9575991	2.732860409	0.15263744	17.90425999	1.09E-71	1.27E-69
KIF15	363.274559	2.68127885	0.149774474	17.90210826	1.14E-71	1.32E-69
RXFP1	101.5651471	-3.09947661	0.173296876	-17.88535765	1.53E-71	1.77E-69
ADPRH	861.5043802	-1.607312219	0.089901987	-17.878495	1.73E-71	2.00E-69
HHIPL2	428.6053179	6.033651412	0.337834438	17.85978792	2.43E-71	2.78E-69
AL390719.1	262.0112411	2.831542854	0.158589343	17.85455944	2.66E-71	3.05E-69
C1orf112	424.4719001	1.739286846	0.097519868	17.83520514	3.77E-71	4.29E-69
SOX17	169.444075	-2.712535215	0.152157801	-17.82711898	4.35E-71	4.94E-69
FXYD1	50.80578722	-2.950655975	0.165635892	-17.81410984	5.49E-71	6.22E-69
GRHL3	159.0322079	3.511329343	0.197270148	17.79959806	7.12E-71	8.03E-69
CCNE1	408.7165172	3.282785305	0.184846949	17.7594779	1.46E-70	1.64E-68
GPD1	564.9982928	-3.933624623	0.221638751	-17.7479101	1.79E-70	2.01E-68
SPC24	384.5169613	2.658824298	0.150190296	17.70303657	3.97E-70	4.44E-68
CENPI	240.2635532	2.739805945	0.154825686	17.6960685	4.50E-70	5.01E-68
