ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	1/28	41/18639	0.024390243902439	16.23606271777	3.78813434920117	0.0598387535528582	0.155580759237431	0.128075928656995	BTK	1
GO:0001223	transcription coactivator binding	1/28	44/18639	0.0227272727272727	15.1290584415584	3.6394460271649	0.0640789374773691	0.163874004040485	0.134903026268146	GATA1	1
GO:0004180	carboxypeptidase activity	1/28	46/18639	0.0217391304347826	14.4712732919255	3.54818816335192	0.0668954756093179	0.167063700631498	0.137528822382205	CPA3	1
GO:0035091	phosphatidylinositol binding	2/28	284/18639	0.00704225352112676	4.68787726358149	2.42913834322377	0.0674680329473359	0.167063700631498	0.137528822382205	ALOX15/BTK	2
GO:0140693	molecular condensate scaffold activity	1/28	48/18639	0.0208333333333333	13.8683035714286	3.46245673737836	0.0697038395561053	0.169903108918007	0.139866257004027	MKI67	1
GO:0035254	glutamate receptor binding	1/28	49/18639	0.0204081632653061	13.58527696793	3.4214873415073	0.0711049633521589	0.170651912045181	0.140482680630986	RASGRF1	1
GO:0050661	NADP binding	1/28	54/18639	0.0185185185185185	12.327380952381	3.23324726268177	0.0780801144488329	0.181798475433103	0.149658663986765	DUOX1	1
GO:0140463	chromatin-protein adaptor activity	1/28	54/18639	0.0185185185185185	12.327380952381	3.23324726268177	0.0780801144488329	0.181798475433103	0.149658663986765	BRCA1	1
GO:0004601	peroxidase activity	1/28	57/18639	0.0175438596491228	11.6785714285714	3.13182994106355	0.0822409329222002	0.188670375527401	0.155315693754	DUOX1	1
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	1/28	59/18639	0.0169491525423729	11.2826876513317	3.06834090346969	0.0850047455983076	0.189439147333371	0.155948555834489	DUOX1	1
GO:0070063	RNA polymerase binding	1/28	59/18639	0.0169491525423729	11.2826876513317	3.06834090346969	0.0850047455983076	0.189439147333371	0.155948555834489	BRCA1	1
GO:0005507	copper ion binding	1/28	63/18639	0.0158730158730159	10.5663265306122	2.95007589544224	0.0905083130823323	0.198863335786533	0.163706659689319	IL1A	1
